,lat,lon,name,neighbor
6807200380,34.0230897,-118.2824795,,"['6813379451', '6807200376']"
6807221797,34.0120914,-118.2933612,,"['6807221800', '6805699893']"
6807221800,34.0120914,-118.2930672,,"['4835558508', '6807221797']"
6807221803,34.0132154,-118.2932226,,"['6805699888', '6805699891']"
6807222049,34.0155061,-118.2986415,,['7863556866']
6807241402,34.0223299,-118.2697388,,"['4012726928', '123015378']"
6807241405,34.0201114,-118.2738548,,"['123268491', '21302781']"
6807241409,34.0214328,-118.2699247,,"['122719184', '123015379']"
6807241412,34.0237682,-118.2686322,,"['4012726932', '6807241415']"
6807241415,34.023697,-118.2684731,,"['6807241412', '122996001']"
6807241418,34.0230376,-118.2691463,,"['123120160', '6807663995']"
6807241423,34.0212358,-118.2718781,,"['6817197869', '123672756']"
6807243565,34.0308584,-118.2888238,,"['5559640908', '5559642836']"
6807243572,34.0283902,-118.2860701,,"['2613156405', '6813405267']"
6807243574,34.0274282,-118.2872662,,"['6807243576', '122719259']"
6807243576,34.0274285,-118.2869523,,"['213332111', '6807243574']"
6807245738,34.0190199,-118.2930282,,"['6816819737', '6816819734']"
6807245745,34.0183537,-118.2929016,,"['7223875618', '63068593']"
6807245746,34.0219916,-118.2951902,,"['122935696', '6807907876']"
6807274422,34.0313352,-118.2753313,,"['1771004841', '6816179442']"
6807295173,34.0255131,-118.296799,,"['6814958417', '6807295178']"
6807295178,34.0255114,-118.2964645,,"['6807295173', '7537074279']"
6807320427,34.0285038,-118.2827924,,"['6807536642', '6807536647']"
6807320724,34.0232522,-118.265098,,"['7668796171', '7883455074']"
6807365424,34.024628,-118.2711117,,"['6805477815', '2935827801']"
6807374556,34.0306221,-118.2874513,,"['6817564815', '6813416127']"
6807374558,34.0288302,-118.288844,Driveway,"['6389467804', '6813405268']"
6807374560,34.0277649,-118.2924863,,"['6808069737', '7771782314', '7771782313']"
6807374562,34.0274284,-118.2890679,,"['122719259', '2613117885', '7695616466']"
6807381232,34.0267539,-118.2728975,,"['3663661790', '123292076']"
6807381246,34.0269555,-118.2719722,,"['1732340059', '6805477811']"
6807409118,34.0264269,-118.2694474,,"['123183628', '123183631']"
6807438997,34.0293526,-118.2854452,,"['6807439002', '6804883331']"
6807439002,34.0293512,-118.2852162,,"['2613156406', '6807438997']"
6807439003,34.0296184,-118.2813541,,"['6807439008', '6813416164']"
6807439008,34.0296999,-118.2813007,,"['123044704', '6807439003']"
6807466006,34.0291004,-118.2915535,,"['7232024779', '7544351393', '7204975815']"
6807466010,34.0295813,-118.293932,,"['6807466012', '6808183461']"
6807466012,34.0295912,-118.2923379,,"['6805743836', '6807466010']"
6807479782,34.0239339,-118.2846369,,"['4015423965', '6813379442']"
6807505423,34.0161818,-118.2695462,,"['123009682', '6804831742']"
6807505426,34.0149142,-118.2667458,,"['123009684', '6804768783']"
6807505429,34.0117904,-118.2675567,,"['7071968736', '7874191230']"
6807505433,34.0126493,-118.265265,,"['1716461290', '1716461348']"
6807505436,34.0130419,-118.2667583,,"['7874191230', '1790748067']"
6807536642,34.0284582,-118.2826867,,"['6813416166', '6807320427']"
6807536647,34.0285806,-118.2829675,,"['6807320427', '6813416171']"
6807536682,34.0261999,-118.2762537,,"['7040336493', '4835551111']"
6807553006,34.0236924,-118.2652754,,"['123015371', '123015373']"
6807553008,34.0235338,-118.2657157,,"['7561883963', '123015373']"
6807554573,34.0266472,-118.2786149,,"['2613117890', '6787803640', '4536993726']"
6807556387,34.0263451,-118.2765776,,"['122814397', '4835551111']"
6807580191,34.0276826,-118.278,,"['7863689388', '6787803674']"
6807583648,34.0162807,-118.2748532,,"['122619498', '1732243631']"
6807583649,34.0170279,-118.2743758,,"['122619489', '6816305556']"
6807599907,34.0279303,-118.2969966,,"['6807599910', '122719048']"
6807599910,34.0285754,-118.2970049,,"['123178704', '6807599907']"
6807599913,34.0282933,-118.2980935,,"['123178706', '122719050']"
6807599921,34.0266242,-118.2969946,,"['122719048', '7499423991']"
6807663995,34.0229152,-118.2688782,,"['6807241418', '123015376']"
6807905595,34.0255134,-118.2790482,,"['6787803635', '6813379406']"
6807907529,34.0208321,-118.2664156,,"['123015378', '123715912']"
6807907533,34.0189707,-118.2645897,,['123275302']
6807907876,34.0220031,-118.2950078,,"['6807245746', '122779111']"
6807909277,34.0304869,-118.2919519,,"['6818427895', '6818427912', '358794109', '5757277355']"
6807909279,34.0302082,-118.291551,,"['4015203141', '6818427897']"
6807934445,34.0213001,-118.2745248,,"['1732340074', '7883578758']"
6807934448,34.0228761,-118.2757396,,"['6819288800', '6819288797']"
6807934452,34.0230955,-118.2762163,,"['6819288797', '1924088248']"
6807935206,34.0160185,-118.2642464,,"['6807935213', '6807935208']"
6807935208,34.0159491,-118.2640901,,['6807935206']
6807935213,34.0161077,-118.2644473,,"['1790748064', '6807935206']"
6807937306,34.0296073,-118.2839703,,"['6807937309', '6816193698']"
6807937309,34.0299275,-118.2839794,,"['6804883323', '6807937306']"
6808069737,34.0277659,-118.292221,,"['122719280', '6807374560']"
6808069740,34.0276095,-118.2915521,,"['6816193785', '6813416155']"
6808093910,34.0306166,-118.2903298,,"['6787470571', '6808093913', '358828789']"
6808093913,34.0296309,-118.290333,,"['6808093910', '6808093919']"
6808093919,34.0294922,-118.2903334,,"['6808093913', '6816831441']"
6808131543,34.0132197,-118.2921454,,"['4020099349', '6805699888']"
6808144362,34.0141373,-118.2987724,,['6808188547']
6808171386,34.0271185,-118.2657621,,"['7859943170', '6818460818']"
6808183461,34.0295746,-118.2950086,,"['6807466010', '122814472']"
6808187445,34.0184377,-118.274229,,"['7646230664', '63765355']"
6808188547,34.0141366,-118.2980658,,"['7863556865', '6808144362']"
6808195840,34.0302904,-118.2869701,,"['6813416126', '6987230639']"
6808195844,34.0312178,-118.2849705,,"['6812352079', '6816193780']"
6808200832,34.0254456,-118.2884348,,"['6352860083', '1286136465', '6042952605']"
6811587230,34.0289465,-118.2645904,,"['6805256743', '2495079932']"
6812352076,34.0311779,-118.2874517,,['6817564815']
6812352079,34.0315793,-118.2849732,,"['6816193771', '6808195844', '358850043']"
6812352081,34.0293572,-118.2869451,,"['6812372686', '6816193781']"
6812372686,34.0293575,-118.2867553,,"['6804883331', '6812352081']"
6813360950,34.0273991,-118.2854138,,"['441895695', '123258013']"
6813379406,34.0257839,-118.2796846,,"['122719207', '6807905595', '2613117879']"
6813379407,34.0262738,-118.2808245,,"['2613117879', '6813379506', '122719210', '6813379506']"
6813379426,34.0235937,-118.2838949,,"['6813379464', '1673648390']"
6813379427,34.0237029,-118.2838427,,"['123005255', '6813379469']"
6813379428,34.0240154,-118.2838746,,"['6813416122', '21306061']"
6813379429,34.0243024,-118.283811,,"['544671955', '6813379430']"
6813379430,34.0243901,-118.2838177,,"['6813379429', '4015372484']"
6813379440,34.0238361,-118.2841818,,"['6813379466', '5690152766']"
6813379442,34.02375,-118.2842364,,"['6807479782', '6813379468']"
6813379451,34.0230598,-118.2824133,,"['6813379463', '6807200380']"
6813379452,34.0229709,-118.2824834,,"['4015423964', '6813379461']"
6813379459,34.0229715,-118.2823476,,"['123327639', '1286136452']"
6813379460,34.0230038,-118.2822868,,"['4141790922', '123327639']"
6813379461,34.0229442,-118.2824213,,"['6813379452', '1286136452']"
6813379462,34.0229106,-118.282343,,"['1286136452', '4399697646']"
6813379463,34.0230302,-118.2823461,,"['123327639', '6813379451']"
6813379464,34.0236325,-118.2839792,,"['1286136428', '6813379426']"
6813379465,34.0237304,-118.2840327,,"['1286136428', '21306060']"
6813379466,34.0237914,-118.2840715,,"['21306060', '6813379440']"
6813379468,34.0237112,-118.2841511,,"['6813379442', '1286136428']"
6813379469,34.0237425,-118.2839469,,"['6813379427', '21306060']"
6813379472,34.0250125,-118.2870067,,"['6818390138', '6804866264']"
6813379473,34.0249482,-118.2851489,Ramen KenJo,['6045054378']
6813379474,34.0252306,-118.2870117,,"['1849116067', '63068610']"
6813379476,34.0252039,-118.2871813,,"['6818390140', '21306059']"
6813379477,34.0251043,-118.2872154,,"['1286136425', '6818390142']"
6813379478,34.0240227,-118.2848804,,"['5690152765', '4015423965', '6047197531']"
6813379479,34.0255995,-118.283969,,"['5237381975', '4015372485', '5237417650']"
6813379481,34.025403,-118.2839522,,"['7204030702', '5237381975']"
6813379482,34.0255579,-118.2882372,,"['6813405206', '544672028', '6455522215']"
6813379493,34.021839,-118.2798506,,"['4015423961', '63068643']"
6813379494,34.0219763,-118.2801641,,"['4015423962', '63068643']"
6813379496,34.0217848,-118.2800844,,"['63068643', '123241977']"
6813379501,34.0235835,-118.2791237,,"['6787803628', '123241965', '3088548446']"
6813379502,34.0243463,-118.2805947,,"['7071032408', '5690152764']"
6813379506,34.0266481,-118.281704,,"['6813379407', '122719213', '6813379407', '122719213']"
6813379507,34.0280582,-118.2808529,,"['2613117891', '6985903602']"
6813379508,34.026774,-118.2817233,,"['7601578291', '122719213']"
6813379510,34.026718,-118.2818667,,"['122719213', '441895675']"
6813379513,34.0252177,-118.2828007,,"['123005253', '6813379517']"
6813379517,34.0251631,-118.2826828,,"['6813379513', '6813379521']"
6813379521,34.0251268,-118.2826028,,"['6813379517', '123327627']"
6813379531,34.0242511,-118.2806546,,"['5690152764', '4141790934', '6285409682']"
6813379532,34.0241479,-118.2785786,,"['5680945551', '6457457928', '6457457923']"
6813379534,34.023003,-118.2792916,,"['5690152762', '4015372481', '4015372482']"
6813379548,34.0203108,-118.2810308,,"['1732243576', '4015372476']"
6813379562,34.0184311,-118.2915447,,"['63068674', '2613159968', '6512295675']"
6813379564,34.0183415,-118.2917161,,"['63068674', '7223875618']"
6813379567,34.0181681,-118.2917056,,"['6805827714', '123112726', '4400281325']"
6813379569,34.0180758,-118.2915478,,"['6805827713', '123112726']"
6813379571,34.0181644,-118.2914163,,"['123112726', '7023424984']"
6813379574,34.0183389,-118.2913993,,"['4015405548', '63068674']"
6813379578,34.0179364,-118.2899255,Dueling Dinosaurs,['6813379583']
6813379583,34.0180594,-118.2901256,,"['123112725', '1630933288', '6813379578']"
6813405206,34.0256203,-118.2882369,,"['123318572', '6813379482']"
6813405220,34.0255931,-118.2937399,,"['6813405222', '6816193787']"
6813405222,34.025615,-118.2937398,,"['7385039436', '6813405220']"
6813405223,34.0255043,-118.293655,,"['6816193787', '4015423968']"
6813405224,34.0255129,-118.2948454,,"['1878000364', '213332069', '6818427947', '7385039432']"
6813405225,34.0267985,-118.2937348,,"['123096999', '2613117921']"
6813405226,34.0268779,-118.2936423,,"['6813416157', '123096999']"
6813405227,34.0269359,-118.2937341,,"['122719268', '123096999']"
6813405229,34.0275216,-118.2839781,,"['4015372487', '122719216']"
6813405231,34.027407,-118.2841424,,"['122719216', '2613117893']"
6813405232,34.0272691,-118.2839801,,"['4015372486', '122719216']"
6813405233,34.0273994,-118.2838097,,"['4399698027', '122719216']"
6813405266,34.028386,-118.2839685,,"['123178871', '4015372488', '6813416159']"
6813405267,34.0283978,-118.2874512,crosswalk3,"['6807243572', '6987230634', '123178873']"
6813405268,34.0284785,-118.288851,,"['6807374558', '6816193783']"
6813405269,34.0284801,-118.2903367,,"['6816831441', '6816193784']"
6813405275,34.018492,-118.282176,,"['1732243544', '348121996']"
6813405278,34.0181667,-118.2825791,,"['123112723', '348121864']"
6813405280,34.0180627,-118.2824667,,"['1472141024', '348121864']"
6813405282,34.018181,-118.2821896,,"['348121864', '348122195']"
6813411585,34.0183801,-118.2820584,,"['4015405552', '348121996']"
6813411586,34.0176375,-118.2827878,,"['4015372462', '4015372458']"
6813411588,34.017399,-118.2828284,,"['4015372458', '1837212101']"
6813411589,34.0175069,-118.2827175,,"['1837212103', '216155217']"
6813411590,34.0177393,-118.2826412,,"['216155217', '1472141024']"
6813416122,34.0239235,-118.2839215,,"['544671962', '6813379428']"
6813416123,34.028949,-118.2838167,,"['6813416171', '122814447']"
6813416126,34.0302959,-118.2864607,Crosswalk2,"['122659207', '6808195840', '122659209']"
6813416127,34.0302888,-118.2874446,,"['122659211', '6807374556', '6816193782']"
6813416140,34.0295159,-118.2915502,,"['7544351393', '6813416141']"
6813416141,34.029596,-118.2915496,,"['122814468', '6813416140', '6787470555']"
6813416142,34.0287928,-118.2915559,,"['6813416146', '7232024779']"
6813416143,34.0286838,-118.2917275,,"['6813416148', '5472476968']"
6813416144,34.0286013,-118.2915555,,"['123152291', '123152289']"
6813416146,34.0287561,-118.2915562,,"['123152289', '6813416142']"
6813416148,34.0286845,-118.2916737,,"['123152289', '6813416143']"
6813416151,34.0283191,-118.2915522,,"['6813416155', '123152291', '6510335102']"
6813416153,34.0283917,-118.2914413,,"['2613117902', '123152291']"
6813416155,34.0277687,-118.2915523,,"['122719280', '6808069740', '6813416151']"
6813416156,34.0274362,-118.2914281,,"['2613117885', '6816193785']"
6813416157,34.0268812,-118.2916861,,"['6816193786', '6813405226']"
6813416159,34.0288313,-118.2839657,,"['122814447', '6813405266']"
6813416161,34.0278083,-118.2810134,,"['6985903602', '122814440']"
6813416162,34.0276754,-118.2811457,,"['122814440', '2613117899']"
6813416163,34.0277093,-118.281016,,"['7477947679', '122814440']"
6813416164,34.0283171,-118.2821761,,"['6807439003', '6813416166']"
6813416166,34.028245,-118.2822152,,"['7882624618', '6807536642', '6813416164']"
6813416169,34.0288665,-118.2834044,,"['6816709313', '6813416171']"
6813416171,34.0287921,-118.2834459,,"['6807536647', '6813416123', '6813416169']"
6813513563,34.0271635,-118.2768247,,"['6813513564', '122659187']"
6813513564,34.0271042,-118.2766951,,"['6813513563', '4835551081', '20400292']"
6813513565,34.0265529,-118.2770464,,"['122814397', '4835551228', '4835551090']"
6813513567,34.024712,-118.273407,,"['122814241', '6813513568', '6817197853']"
6813513568,34.0248737,-118.2733177,,"['3663661787', '544348521', '6813513567']"
6813513569,34.0253646,-118.2729829,,"['122659031', '4147530482']"
6813513575,34.0257404,-118.2773961,,"['123178841', '6813513576']"
6813513576,34.0257275,-118.2773673,,"['6813513575', '7642688101', '6045038065']"
6813565290,34.0261872,-118.280879,,"['4399697999', '122719210', '6047237631']"
6813565292,34.0249876,-118.2778684,,"['7735888669', '122719205']"
6813565294,34.0251198,-118.2779622,,"['122719205', '4835551232']"
6813565296,34.0251109,-118.2781495,,"['122719205', '4835551110']"
6813565297,34.0249806,-118.2780538,,"['4835551106', '122719205']"
6813565311,34.0261691,-118.2772975,,"['122814435', '4835551228']"
6813565312,34.0261527,-118.2774854,,"['122814435', '4835551101']"
6813565313,34.026004,-118.2774022,,"['123178841', '122814435']"
6813565320,34.0272727,-118.2764064,,"['20400292', '4835549605', '4927493958']"
6813565322,34.0280924,-118.2758723,,"['4835551070', '123241961']"
6813565323,34.0282166,-118.2761739,,"['123241961', '4011837235']"
6813565326,34.0280623,-118.2760941,,"['4012842277', '123241961']"
6814481787,34.0110414,-118.2901221,,['123182692']
6814620863,34.0197837,-118.2859973,Moreton Fig,['5229911615']
6814955793,34.0198776,-118.2915545,,"['4015372472', '123152312']"
6814958395,34.0221576,-118.2915554,,"['544672064', '4872897506']"
6814958397,34.0220813,-118.291715,,"['4872897509', '544672064']"
6814958399,34.0219361,-118.2915549,,"['4015203116', '544672064', '6512287151']"
6814958400,34.022091,-118.2934296,,"['6814958401', '6805827719']"
6814958401,34.0220736,-118.2938304,,"['122779111', '6814958400', '123209600']"
6814958402,34.0218801,-118.2973157,,"['123209602', '122935696']"
6814958411,34.0231149,-118.2917282,,"['1878000351', '4872897507']"
6814958412,34.0236915,-118.2959261,,"['6814958414', '5541796228', '1771091177']"
6814958413,34.0241546,-118.2958385,,"['123706436', '6814958414']"
6814958414,34.0241547,-118.2959085,,"['6814958413', '6814958416', '6814958412']"
6814958415,34.0245368,-118.2960002,,"['6814958416', '1841016354']"
6814958416,34.0245372,-118.2959137,,"['1473199420', '6814958414', '6814958415']"
6814958417,34.0255152,-118.2970026,,"['123295528', '123358887', '6807295173', '358850006']"
6814958418,34.0255204,-118.2981825,,['123358887']
6814958419,34.0256201,-118.2980862,,"['2613117887', '123358887']"
6814958420,34.0254258,-118.2980857,,"['123358887', '123694604']"
6814958429,34.0245622,-118.2980834,,"['123694604', '6814958431', '1841016354', '1841016355']"
6814958430,34.0246035,-118.298572,,['1841016355']
6814958431,34.0244599,-118.2980755,,"['6814958429', '122845013']"
6814958435,34.0253727,-118.2937484,,"['6816193787', '4583263530']"
6814958436,34.023056,-118.291561,,"['4015203121', '1878000351']"
6814990112,34.0138964,-118.2827872,,"['1870795293', '932378219']"
6814990127,34.0146234,-118.2828006,,"['7867091027', '4020099358']"
6814990128,34.0135374,-118.2827764,,"['4060015480', '1870795293']"
6815182444,34.0186793,-118.2771007,,"['4818896620', '7211629027', '544348508']"
6815182445,34.0173353,-118.2784674,Mercado la Paloma,['6655857589']
6815190428,34.0154391,-118.291443,,"['348121025', '122670230']"
6815190429,34.0155289,-118.2915451,,"['122670230', '6792034223']"
6815190432,34.0153961,-118.2915958,,"['122670230', '4020099355']"
6815190433,34.0154165,-118.2925232,,"['122670232', '123053761']"
6815190434,34.015576,-118.2930849,,"['6801414847', '122670235']"
6815190435,34.0154169,-118.2933403,,"['122670238', '122717003']"
6815190436,34.0154212,-118.2947894,,"['122670239', '123053763']"
6815190437,34.0155818,-118.2949057,,"['123571766', '122670241']"
6815190438,34.0141345,-118.2958256,,"['2613073717', '123053765']"
6815190439,34.0141345,-118.2960194,,"['123053765', '7863556859']"
6815190440,34.0132259,-118.2958257,,"['2613073689', '122684563']"
6815190441,34.0132262,-118.2960219,,"['122684563', '2613073705']"
6815190442,34.0120911,-118.2958229,,"['2613073716', '123058551']"
6815190443,34.0120908,-118.2960272,,"['123058551', '2613073690']"
6815812997,34.0113201,-118.281408,,"['348122791', '4020099341']"
6815812998,34.011342,-118.2806609,,"['1841839982', '348123482']"
6815813001,34.0129669,-118.2815974,,"['1870783149', '1870783073']"
6815813004,34.0144131,-118.2813557,,"['269633667', '348123159']"
6815813005,34.0164559,-118.280292,,"['6815813009', '5768963630']"
6815813006,34.0146438,-118.2807403,,"['1390092157', '1390092164']"
6815813007,34.015513,-118.2806666,,"['354063305', '354063240']"
6815813008,34.0152349,-118.28056,,"['5768963631', '269635100']"
6815813009,34.016201,-118.2803645,,"['269635100', '6815813005']"
6815813010,34.0176302,-118.2798369,,"['269635101', '5768963629']"
6815813011,34.0196422,-118.2789466,,"['1614922625', '1377683328']"
6815813013,34.0199867,-118.2788839,,"['1377683422', '269637631']"
6815813015,34.0177117,-118.2803563,,"['269633662', '6815813018']"
6815813016,34.0176847,-118.2803126,,"['6206425716', '6815813019', '6206425701']"
6815813017,34.0183645,-118.2801284,,"['5768963626', '269633662']"
6815813018,34.0174208,-118.2804703,,"['6815813015', '354063296']"
6815813019,34.0174023,-118.2804328,,"['6815813016', '354063296']"
6815813020,34.0136379,-118.2809554,,"['4020099350', '1837206577']"
6816175281,34.0318565,-118.2798726,,['2514541020']
6816179442,34.0319069,-118.2766082,,"['6807274422', '122740185']"
6816179446,34.0312411,-118.274984,,"['1614655424', '1614922718']"
6816179448,34.0311738,-118.2750711,,"['1614922718', '1771004841']"
6816179450,34.0306885,-118.2742222,,"['214306755', '1832234142']"
6816179453,34.031113,-118.2744202,,['1613487073']
6816179454,34.0314216,-118.2747018,,['1613487076']
6816180147,34.030868,-118.2821161,,"['6816193714', '6816180158', '7477898578']"
6816180155,34.0303306,-118.2809044,,"['6816193806', '6816193709', '6816180156']"
6816180156,34.0303576,-118.2809649,,"['6816180155', '6816180158']"
6816180157,34.0307012,-118.2814031,,"['2613119049', '5690152763']"
6816180158,34.0305871,-118.2814791,,"['5690152763', '6816180156', '6816180147']"
6816180159,34.0311404,-118.282729,,"['6816193715', '5690152758', '6816180162']"
6816180160,34.0312618,-118.2826533,,"['2613151790', '6816193715']"
6816180161,34.0315538,-118.2832991,,['6042989969']
6816180162,34.0314351,-118.2833754,,"['6042989969', '6816180159', '4015442009']"
6816193688,34.031634,-118.2838244,,"['4015442010', '123408740']"
6816193690,34.0318501,-118.2839947,,['123408740']
6816193692,34.0317871,-118.2841558,,"['123408740', '4015442011']"
6816193694,34.03158,-118.2839999,,"['123408740', '4015377691']"
6816193696,34.0302921,-118.2839955,,"['6816193697', '544693739', '6804883323']"
6816193697,34.0302918,-118.28416,,"['6816193696', '6784571451']"
6816193698,34.0293511,-118.2839647,,"['6816193699', '4015377690', '6807937306']"
6816193699,34.0293502,-118.2841497,,"['6816193698', '2613156406']"
6816193708,34.0301559,-118.2805167,,"['6788499810', '6816193709']"
6816193709,34.0301739,-118.2805563,,"['5690152759', '6816193708', '6816180155']"
6816193714,34.030783,-118.2821726,,"['6816180147', '123408727']"
6816193715,34.031243,-118.2826647,,"['6816180160', '6816180159']"
6816193771,34.0319899,-118.2849736,,['6812352079']
6816193772,34.0302927,-118.2849693,,"['6784571451', '122659207', '6816193780']"
6816193780,34.030369,-118.2849694,,"['6808195844', '6816193772']"
6816193781,34.0293608,-118.2873497,,"['6812352081', '6816193782']"
6816193782,34.0293616,-118.2874377,,"['6816193781', '6813416127', '123178873']"
6816193783,34.0283967,-118.2888526,,"['123178876', '6389467806', '6813405268']"
6816193784,34.0283937,-118.290337,,"['6389467806', '2613117902', '6813405269']"
6816193785,34.0274346,-118.2915519,,"['6813416156', '6816193786', '6808069740']"
6816193786,34.0268814,-118.2915504,,"['6813416157', '123152294', '6816193785']"
6816193787,34.0255051,-118.293743,,"['6813405220', '6814958435', '7385039432', '6813405223']"
6816193803,34.0311319,-118.2799508,,"['7864025396', '2514542032', '6816193804']"
6816193804,34.0310516,-118.2800009,,"['2613119050', '6816193803', '150960208']"
6816193806,34.0302374,-118.2809625,,"['6816180155', '123044704']"
6816193807,34.0282819,-118.2748131,,"['4400460716', '1732340067']"
6816193808,34.0297388,-118.2748277,,"['4400460736', '6816193809']"
6816193809,34.0298629,-118.2748149,,"['6816193808', '122454250']"
6816193810,34.030695,-118.2744829,,"['1832234142', '1832234144']"
6816193811,34.0296166,-118.275161,,"['6816959863', '1832234138']"
6816193812,34.0295653,-118.275094,,"['1832234138', '122454250']"
6816288735,34.0291076,-118.2706127,,"['1732340079', '4012541086']"
6816288739,34.0284483,-118.2691069,,"['122740034', '122817161']"
6816288741,34.0284786,-118.2689472,,"['7864610980', '122740034']"
6816288743,34.0286022,-118.2692256,,"['6805686622', '122740034']"
6816288746,34.0304409,-118.2697619,,"['1738419615', '7986599522']"
6816305550,34.0172007,-118.2750277,,"['122827955', '1732243631']"
6816305553,34.0176848,-118.2745459,,"['63765355', '122619489']"
6816305554,34.0178076,-118.2744861,,"['6477612672', '63765355']"
6816305555,34.0174471,-118.2736045,,"['123120178', '6477612672']"
6816305556,34.017228,-118.2748944,,"['6807583649', '122827955']"
6816305558,34.0173353,-118.274946,,"['63765355', '122827955']"
6816692982,34.0132846,-118.265261,,"['6792962336', '1716461276']"
6816709310,34.0295472,-118.28297,,"['2613117886', '6816709313']"
6816709313,34.0293328,-118.2831068,,"['6816709310', '6813416169']"
6816719840,34.0120736,-118.2749747,,"['7238292629', '6819217384']"
6816819731,34.0209633,-118.2928059,,"['123195186', '122779114']"
6816819734,34.0190209,-118.2933654,,"['6807245738', '122602810']"
6816819737,34.019019,-118.2927157,,"['604243560', '6807245738']"
6816822864,34.0285375,-118.2799245,,"['6787803649', '122659191']"
6816831441,34.029055,-118.2903348,,"['6808093919', '6813405269']"
6816895136,34.0263051,-118.2677519,,"['4012726935', '4012726936']"
6816895139,34.0269224,-118.2679298,,"['33078887', '122817160']"
6816929740,34.0196274,-118.2702093,,"['6793073226', '122993641']"
6816959863,34.0296641,-118.2751338,,"['122454252', '6816193811']"
6817053930,34.0230201,-118.2945478,,"['122827893', '6805827732']"
6817067783,34.0154959,-118.2939752,,"['6805349380', '6801414840']"
6817082690,34.015496,-118.2937973,,"['6821996771', '6805349380']"
6817111153,34.0311813,-118.274087,,"['1832234141', '4011837239']"
6817117834,34.0190271,-118.2955037,,"['122602810', '122602812']"
6817197841,34.0261075,-118.2714525,,"['6788584374', '6788584369']"
6817197847,34.0243454,-118.2736352,,"['6817197853', '6788102185']"
6817197853,34.0246231,-118.2734623,,"['6813513567', '6817197847']"
6817197856,34.0224174,-118.2721033,,"['6817197864', '122719192', '358786623']"
6817197861,34.0227772,-118.2714386,,"['4011837225', '4011837224']"
6817197864,34.0223669,-118.27199,,"['122719187', '6817197856']"
6817197868,34.0221642,-118.2739651,,"['7883578761', '214470806']"
6817197869,34.0211591,-118.2717007,,"['123076780', '6807241423']"
6817230310,34.0260926,-118.2882353,,"['3642819026', '7811699597', '6817230311']"
6817230311,34.0260948,-118.2881549,,"['6817230310', '6817230324']"
6817230312,34.026117,-118.2880052,,"['6817230324', '6817230313']"
6817230313,34.0266358,-118.287987,,"['6817230312', '6817230314', '6817230317']"
6817230314,34.0266381,-118.2880333,,"['6817230313', '6817230325']"
6817230315,34.0266392,-118.2881565,,"['6817230325', '6817230316']"
6817230316,34.026637,-118.2882352,,"['2613117861', '3642819026', '6817230315']"
6817230317,34.0267551,-118.2879842,,"['6817230313', '6817230318']"
6817230318,34.0267958,-118.2879608,,"['6817230317', '6817230319', '5567714035']"
6817230319,34.0268032,-118.2872012,,"['6817230318', '6817230320', '6817230321']"
6817230320,34.0262076,-118.2871964,,"['6817230319', '6042966366']"
6817230321,34.0268006,-118.2861408,,"['6817230319', '6817230322']"
6817230322,34.0268298,-118.2861023,,"['6817230321', '6817230326']"
6817230323,34.0269345,-118.2860943,,['6817230326']
6817230324,34.0260948,-118.2881012,,"['6817230311', '6817230312']"
6817230325,34.0266386,-118.2880827,,"['6817230314', '6817230315']"
6817230326,34.0268525,-118.2861005,,"['6817230322', '6817230323']"
6817259921,34.020971,-118.298812,,['6799196824']
6817259925,34.0218763,-118.2987972,,['6805827729']
6817262384,34.0258994,-118.2660955,,"['6805603635', '6817275187']"
6817275187,34.0258189,-118.265922,,"['6817262384', '123015367']"
6817275189,34.0246612,-118.2656958,,"['7861033574', '123015371']"
6817290167,34.0149,-118.2732181,,"['6471706816', '122901102']"
6817387810,34.0155041,-118.2964467,,"['122670242', '7812076957']"
6817564815,34.0307678,-118.2874514,,"['6812352076', '6807374556']"
6818390138,34.0250527,-118.2870929,,"['1286136450', '6813379472']"
6818390139,34.0250911,-118.2870955,,"['1286136450', '63068610']"
6818390140,34.0251715,-118.2871127,,"['63068610', '6813379476']"
6818390142,34.0250708,-118.2871343,,"['6813379477', '1286136450']"
6818390143,34.0251239,-118.2870076,,"['7434941012', '63068610']"
6818390151,34.0272126,-118.2858008,,"['1849116071', '1849116065']"
6818390153,34.027204,-118.2857069,,"['1849116061', '1849116063']"
6818427893,34.0305701,-118.2915571,,"['122659220', '4380040147']"
6818427895,34.0304891,-118.291686,,"['122659220', '6807909277']"
6818427897,34.0304271,-118.2915564,,"['6807909279', '122659220', '7158047272']"
6818427905,34.0316579,-118.2942562,,['123660645']
6818427907,34.0315852,-118.294183,,"['6818427924', '123660645']"
6818427911,34.0305491,-118.2942494,,"['7544324483', '122659222']"
6818427912,34.0304783,-118.294182,,"['6807909277', '122659222']"
6818427923,34.0315874,-118.2915631,,"['6818427924', '4380040147']"
6818427924,34.0315873,-118.2916939,,"['6818427923', '6818427907']"
6818427945,34.0254315,-118.2958983,,"['63068532', '7537074281']"
6818427947,34.0255144,-118.2958295,,"['63068532', '6813405224']"
6818427949,34.0256099,-118.2959184,,"['7007483791', '63068532']"
6818427951,34.025516,-118.2959949,,"['7537074279', '63068532']"
6818427952,34.0263901,-118.2922791,,"['6792034228', '4583266241']"
6818460803,34.0258833,-118.2640087,,"['123302797', '5172201326']"
6818460807,34.027644,-118.2668959,,"['122740027', '5621164977']"
6818460809,34.0276215,-118.2670755,,"['122740027', '6805824916']"
